player,singles,doubles,triples,homeruns,strikes
hernj001,90,21,3,13,178
pattj004,1,3,0,0,4
mcanp001,6,1,1,1,11
ohkat001,10,1,0,0,10
tramb001,6,5,2,10,10
castk001,5,2,0,2,17
chulv001,1,0,0,0,0
towlj001,5,2,0,2,16
delgw001,27,3,1,1,18
dinal001,1,0,0,0,2
jennj001,10,3,0,1,16
torry001,39,10,2,4,40
witaj001,4,0,0,0,12
suzuk001,118,39,1,15,61
spieb001,90,17,3,3,39
mossb001,64,21,4,7,84
hansd001,28,4,1,2,26
pears001,19,13,1,4,44
stubd001,36,6,1,8,49
karls001,4,0,0,0,5
sancj002,4,1,0,0,27
castf001,1,0,0,0,3
morrb001,0,0,0,0,1
hendr001,13,1,2,2,18
zambc001,11,5,2,2,26
browb003,20,7,0,5,63
coffi001,8,4,1,0,11
buddm001,1,0,0,0,3
guerm001,0,0,0,0,1
manzt001,1,0,0,0,4
budzm001,0,0,0,0,4
mendc001,1,0,0,0,4
woodc001,61,22,2,7,73
tankt001,0,0,0,0,2
bartb001,30,9,2,2,39
perrj001,1,0,1,0,4
menef001,14,9,1,2,17
haady001,2,1,0,0,7
lunaf001,13,1,0,0,20
jimej001,3,0,0,0,10
gilem001,116,49,2,21,80
smitd006,0,0,0,0,3
willm006,0,0,0,0,1
baekc001,3,1,0,1,1
kingg001,22,3,1,1,18
robew001,1,0,0,0,1
floyg001,1,0,0,0,1
ramia002,35,11,2,9,52
aceva001,0,0,0,0,1
murpt001,6,1,1,1,9
pelaa001,2,0,0,0,0
escoa003,34,4,1,1,19
escoa002,20,2,2,5,34
howrb001,1,0,0,0,1
thatj001,0,0,0,0,1
foggj001,9,1,0,0,15
clarj003,6,2,0,0,5
penac001,69,24,6,18,123
ramia003,135,14,1,15,71
easld001,16,3,1,1,18
hayhd001,0,0,0,0,3
perdl001,0,0,0,0,5
klins002,1,1,0,0,1
cordm001,5,1,2,1,5
bentc001,1,0,0,0,0
leder001,34,15,2,13,61
alfoa001,1,0,0,0,1
palmm001,1,0,0,0,3
betar001,0,0,0,0,1
lincm001,1,0,0,0,2
choos001,119,42,6,20,154
knorr001,6,2,0,2,4
rains001,0,0,0,0,2
dejem001,0,0,0,0,1
pembd001,0,0,0,0,1
thomd002,0,0,0,0,2
ortij003,2,10,1,13,3
cepim001,1,2,0,1,2
vancc001,1,1,0,0,1
sweeb001,0,0,0,0,2
jarvk001,3,1,0,1,7
corem001,0,0,0,0,1
niemj001,0,0,0,0,4
contj002,0,0,0,0,2
dempr002,1,2,1,0,19
contj001,8,2,3,2,18
aurir001,101,26,1,13,84
feblc001,44,5,1,2,34
coraa001,91,25,3,4,60
tuiam001,4,1,1,1,5
paulf001,1,0,0,0,16
abreb001,126,37,1,20,126
pulsb001,0,0,0,0,1
valdi001,2,2,0,1,1
scalb001,17,8,2,3,32
willm005,0,0,0,0,1
thurm002,2,0,0,0,17
diazj001,0,1,0,1,2
walkt003,0,0,0,0,5
walkt002,128,39,4,13,59
johnj007,1,0,0,1,3
johnj006,0,0,0,0,2
lawrj001,23,5,0,2,40
garzm001,0,0,0,0,2
bellc001,22,8,2,6,51
raucj001,1,0,0,1,2
gornn001,0,0,0,0,1
johnj009,8,1,0,3,33
johnj008,0,0,0,0,2
david003,1,0,0,0,0
lopej001,76,29,3,43,89
quanp001,1,0,0,0,1
matej002,0,0,0,0,9
marta004,23,6,1,6,30
marta002,3,2,0,0,9
marta001,48,13,2,3,52
kubej002,92,37,2,28,105
backb001,2,1,2,1,1
blank002,20,10,0,10,55
ensbm001,73,15,1,25,65
joneb005,4,1,1,1,3
stink001,31,13,0,3,53
thamm001,12,2,1,1,18
joneb003,2,2,0,0,21
gorda001,28,7,4,6,43
cuddm001,18,1,3,4,20
reesk001,5,0,0,0,1
grees004,0,0,0,0,1
grees001,107,50,2,19,114
grees002,28,1,1,0,27
holtc001,5,1,0,0,33
hirsj001,3,0,0,0,17
shumt001,9,5,2,2,17
arnoj001,0,1,0,0,4
timpc001,0,0,0,0,2
quirg001,4,1,0,2,3
ponds001,7,2,0,1,12
reyer001,22,7,1,2,19
ellia001,1,0,0,0,1
mahak001,2,1,0,0,7
andej002,1,1,0,0,4
matsd001,0,0,0,0,2
washr002,2,3,0,0,6
andej004,56,7,4,1,45
pattj003,5,1,1,2,6
womat001,60,14,4,2,48
kersc001,6,0,0,0,16
macrs001,0,0,0,0,1
hermj001,89,14,2,13,104
moora001,3,1,0,1,7
kelld001,10,3,1,0,10
vandr001,1,0,0,0,17
cairm001,44,16,2,5,31
fassj001,4,0,0,0,4
campj002,7,1,0,0,16
wathd001,2,1,0,0,1
carmf001,0,0,0,0,3
wertj001,5,4,1,2,22
smitj001,1,3,2,6,9
grudm001,123,38,1,3,70
herry001,1,0,0,0,1
gomec001,34,9,3,1,13
gomec002,52,15,5,3,72
pereo002,8,1,0,0,11
pereo001,5,2,0,1,14
weavj003,2,0,0,0,1
weavj002,3,2,1,0,2
ledea001,7,2,0,0,9
choar001,0,0,0,0,1
randj002,110,31,1,16,68
nortg001,27,16,1,6,47
uggld001,79,27,1,31,152
sheat001,0,0,0,0,4
bross001,77,20,2,16,78
morak001,101,50,2,34,120
jordk001,54,16,2,5,41
lillt001,3,1,1,0,1
hoffm001,34,12,1,10,47
may-d002,1,0,0,0,2
cruzd001,103,24,2,14,50
leita001,2,1,1,0,28
rodrf001,0,0,0,0,1
rodrf002,1,0,0,0,3
rodrr005,1,0,0,0,1
rodrr004,0,0,0,0,1
sosaj001,0,0,0,0,1
sosaj002,3,2,0,3,9
blaiw001,1,0,0,0,2
latom001,1,0,0,0,9
calla001,121,42,8,11,51
morsm001,7,3,1,3,16
buehm001,1,0,0,1,3
ellim001,95,31,5,9,97
magrc001,5,2,1,1,6
lindm001,0,0,0,0,1
millj002,0,0,0,0,2
millj004,0,0,0,0,1
pridc001,4,1,1,1,2
castb002,22,3,1,0,10
finls001,97,25,10,22,96
cabrm001,55,21,3,12,87
wietm001,79,15,1,9,87
liebm001,121,30,1,13,62
kazms002,7,1,0,0,14
wisem001,1,0,0,0,1
kazms001,1,0,0,0,2
kotsm001,94,28,4,7,84
tallb001,0,0,0,0,1
luulk001,6,0,0,0,1
romea001,27,7,2,1,23
matoj001,13,1,0,2,12
gomew001,1,0,0,0,0
chenc001,2,0,0,0,4
herno001,1,2,1,0,7
ortid001,61,40,2,31,83
padij002,4,0,0,0,8
padij001,1,0,0,0,1
alvaw001,5,0,0,0,9
olsog003,1,0,0,0,2
perkg001,0,0,0,0,1
smala001,0,0,0,0,2
cottn001,0,1,0,0,1
allel001,0,1,0,0,3
longt002,88,22,2,14,68
wilse001,21,10,1,3,14
santr002,90,21,1,2,69
irabh001,2,0,0,0,7
utlec001,20,10,1,2,22
puffb001,1,0,0,0,2
oconm001,2,0,0,0,19
hoffj001,3,2,0,1,5
hoffj002,1,2,0,0,2
josef001,5,1,0,1,3
nunnj001,7,5,1,2,26
felip002,0,0,0,0,1
felip001,33,9,3,16,56
pascv001,14,1,0,2,23
torew001,8,1,0,0,13
borkd001,0,0,0,0,1
velee001,56,13,5,5,55
moraj002,32,6,0,0,23
carvm001,1,0,0,0,3
nevip001,45,8,1,13,46
darrm001,38,14,4,1,45
sorir001,0,0,0,0,1
minor001,10,1,0,2,20
lidgb001,1,1,0,0,4
wittb001,3,0,0,0,7
owenj002,1,9,2,1,3
hartk001,4,0,0,0,7
stevl001,76,28,2,22,108
schrc001,0,0,0,0,1
belim001,2,2,0,0,1
fiorj001,18,1,0,1,17
kotcc001,74,23,3,7,45
bordm001,74,19,2,5,62
oberw001,3,1,1,0,6
villc001,1,0,0,0,7
buhnj001,47,20,0,26,98
giart001,6,0,0,1,7
davil001,5,1,0,0,15
ramij001,1,0,1,1,1
sosas001,94,22,1,40,145
tocaj001,2,1,0,0,1
burrp001,58,32,4,21,145
buscb001,27,5,1,2,37
anded002,1,0,0,0,4
chrim002,2,2,0,1,6
kroej001,6,3,0,0,21
bootc001,0,0,0,0,2
berra001,121,29,7,17,101
getzc001,75,18,4,2,58
mcgur001,7,2,0,1,15
osuls001,1,0,0,0,1
grosg002,50,17,1,6,79
mlicd001,3,1,0,0,1
swara001,0,0,0,0,2
crosb002,41,11,2,6,5
crosb001,1,2,1,1,3
valdm001,1,0,0,0,2
mearp001,85,22,2,13,92
moelc001,45,17,1,7,60
burke001,40,12,1,6,47
mcewj001,59,11,1,1,59
gwynt002,93,12,6,2,68
gwynt001,30,12,1,1,5
pavac001,3,2,1,2,27
tifft001,22,10,1,1,16
napom001,72,23,1,20,105
petiy001,1,0,0,0,8
munrp001,2,0,0,0,1
knoej001,2,0,0,0,1
poseb001,2,0,0,0,4
barmc001,6,2,3,23,10
keltd001,1,1,0,0,5
websl001,16,3,0,0,15
laruj001,57,23,1,16,114
hillr001,1,2,0,0,3
vottj001,98,39,1,25,109
harit001,1,0,0,0,3
deaza001,4,1,2,0,5
white004,22,6,1,2,32
santa002,10,3,1,3,19
simmb001,13,5,0,2,26
mcdok001,0,0,0,3,1
boehb001,1,1,0,0,1
barod001,1,0,0,0,7
damij001,4,1,1,1,23
greec002,1,0,0,0,5
estrh001,1,0,0,0,2
gardm001,5,0,0,0,22
carpm001,12,4,1,1,11
hallr001,1,0,0,0,3
uptoj001,104,31,7,26,141
jasoj001,2,0,0,0,2
nelsj003,0,0,0,0,4
georc002,1,0,0,0,1
youms001,1,0,0,0,5
johjk001,42,11,1,9,28
repkj001,1,15,3,8,2
maysj001,1,1,0,0,1
burtj001,0,0,0,0,1
garcj003,1,0,0,0,1
ramim003,7,1,0,2,16
barkk001,15,6,0,2,21
maybc001,27,12,2,4,53
robec001,8,0,1,0,4
parrj004,1,1,0,0,1
whitr002,1,0,0,0,1
pennc001,46,11,3,4,48
hu--c001,1,1,1,2,2
sulls001,2,0,0,0,2
willw001,12,4,1,1,26
mercj001,0,0,0,0,4
garcf002,1,1,0,0,8
barkg001,10,2,1,2,23
roblo001,6,18,1,5,4
geruj001,88,34,2,22,73
smitr003,30,8,0,6,59
gooda001,2,0,0,0,5
natij001,2,0,0,0,1
blacn001,1,0,0,0,2
laroa002,102,30,5,12,85
laroa001,99,38,2,25,146
paulx001,1,1,0,1,4
lowed001,12,2,0,0,1
casta001,1,1,1,1,5
acosm001,0,0,0,0,1
shorr001,2,2,0,2,2
ethes001,1,0,0,0,2
zitob001,6,0,0,0,1
karre001,70,16,1,12,46
stecg001,1,0,0,1,1
peavj001,5,4,1,2,21
hillk001,1,0,0,0,0
hillk002,46,1,2,2,2
atchs001,0,0,0,0,2
rodrn001,0,0,0,0,1
ohmek001,1,0,0,0,0
wilkr001,3,1,0,1,2
skrmm001,0,0,0,0,1
petek001,0,1,0,0,1
roskj001,0,1,0,0,7
johnt002,0,0,0,0,1
phelt002,1,0,0,0,3
phelt001,0,0,0,0,1
cabre001,74,18,8,2,89
poses001,10,0,0,0,13
desse001,7,1,1,0,11
ponss001,1,1,0,0,5
wangc001,0,0,0,0,3
perim001,0,0,0,0,4
davib003,38,18,1,6,61
ethia001,97,43,3,31,119
hentp001,8,0,0,0,20
broct001,2,0,0,0,4
orr-p001,16,2,1,1,15
schnb001,43,26,1,9,78
alfoe001,97,25,2,13,44
alfoe002,15,3,1,2,35
garlj001,6,0,0,1,34
rogee001,6,0,0,1,3
lapom001,26,15,0,7,37
romem001,2,1,0,0,1
verlj001,1,0,0,0,1
wardt001,6,4,0,0,7
schop001,2,0,0,0,1
joneg002,50,21,1,21,78
choih001,23,17,2,8,71
olivd001,16,3,0,1,17
nunev001,1,0,0,1,5
bottj001,32,9,1,2,60
abada001,2,0,0,0,5
whitj002,17,9,0,1,30
hampm001,6,2,1,2,13
burns001,0,1,0,0,1
alvat002,5,2,0,1,8
fussc001,0,0,0,0,2
ryanr001,8,1,1,0,8
petar001,6,2,0,1,5
wheed001,1,0,0,0,1
maxwj002,13,4,1,4,33
cortf001,3,1,0,0,3
maxwj001,20,6,0,1,33
thigc001,19,5,0,1,17
neugn001,1,1,0,0,1
hattj001,7,1,0,0,8
balew001,42,17,1,7,73
martv001,42,4,1,1,21
younc003,6,1,1,1,7
jeted001,136,25,3,10,92
surhb001,70,20,2,5,29
dipoj001,0,0,0,0,1
cresf001,28,6,1,4,23
evann001,9,5,1,1,21
koong001,0,1,0,0,6
kellb002,1,1,0,1,6
burnm001,1,0,0,0,7
lowes001,1,0,0,0,1
fickr001,81,27,1,11,47
finlc001,2,1,0,0,4
taube001,54,12,1,6,45
moylp001,0,0,0,0,3
willb002,86,19,1,15,62
willb001,0,1,0,0,0
duncs001,3,1,0,7,5
accaj001,1,0,0,0,1
creed001,0,0,0,0,1
gutij002,0,0,0,0,4
sierr001,57,18,1,9,47
hulet002,2,1,0,1,6
sheeb001,5,1,0,0,35
loewc001,0,0,0,0,3
lonej001,133,28,2,13,75
petrb001,18,7,1,4,32
lackj001,1,0,0,0,2
daalo001,9,3,0,1,8
bogat001,46,9,2,7,58
schmj001,4,2,0,1,30
santv001,3,1,0,0,1
eiscj001,1,1,0,0,2
corpc001,1,0,0,0,0
barfj003,7,1,3,3,7
mendr001,1,0,0,0,2
hermc001,4,1,1,2,9
hollm001,130,39,3,24,102
hollm002,3,2,1,1,6
greer001,76,34,3,8,63
dankj001,1,0,0,0,1
tholj001,16,2,1,0,5
haynj001,5,1,0,0,4
mccom001,0,0,0,0,2
ruper001,0,1,0,0,1
bakej001,48,15,2,4,53
piedj001,20,8,1,6,15
burkm001,3,3,0,4,2
simoj001,4,1,0,0,14
lawrb001,12,2,0,1,21
durae001,94,29,1,21,105
ramih003,144,43,1,24,107
ramih002,5,3,1,0,12
burnj001,59,23,2,31,113
drewj001,54,13,3,15,49
alleb001,13,8,0,4,40
mattg002,87,31,2,6,97
quinh001,5,8,1,4,7
decay001,0,0,0,0,2
johne002,3,0,0,0,7
pradm001,99,38,1,11,63
grifj001,0,0,0,0,3
lafop001,7,4,0,1,14
coatb001,4,4,0,1,15
jonej004,15,7,0,3,21
bynum001,3,0,0,0,4
alicl001,129,25,8,6,81
jonej003,112,33,1,16,107
clayr001,83,16,1,11,93
duceb001,22,5,1,6,49
conij001,107,38,3,20,75
camek001,0,0,0,0,3
valdc002,1,0,0,0,3
dehar001,0,0,0,0,1
saark001,2,1,0,0,1
buchb002,33,10,2,8,53
paquc001,5,25,2,15,5
capuc001,8,3,0,1,5
escaf001,3,2,2,0,6
vandj001,45,25,1,14,104
rollj001,119,42,6,8,113
wittk001,54,10,0,10,68
burbd001,1,0,0,0,8
benjm001,43,18,2,2,45
lindt001,6,1,1,1,8
castj004,61,15,1,9,62
sancf001,6,2,3,7,8
ohmaw001,1,0,0,0,1
erics001,1,1,0,0,5
wilsv001,49,9,1,8,59
stanm002,48,12,0,14,68
alvac001,1,0,0,0,1
embra001,0,0,0,0,1
matsk001,103,20,2,9,88
terrl001,1,2,1,5,1
veraq001,74,15,2,5,50
michc001,1,1,1,0,1
mcphd001,26,14,2,8,65
newhd001,4,1,1,1,13
hackl001,1,0,0,0,2
corml001,2,1,0,0,8
sturt001,1,0,0,0,1
haseb001,35,18,0,6,1
osikk001,46,12,1,2,44
bergb001,7,2,1,2,4
relad001,94,27,5,8,71
hernf002,1,0,0,1,3
woodk002,7,1,0,2,26
huffa001,130,51,3,34,89
kim-b001,3,1,0,0,2
pedrd001,155,48,1,15,49
harrb001,85,22,1,6,80
moort001,1,1,0,0,2
ishik001,5,0,1,1,16
perec002,0,0,0,0,1
baerc001,55,13,0,4,21
morim001,2,1,0,0,2
suppj001,11,1,0,1,12
paroc001,0,0,0,0,1
martp001,1,1,0,0,6
taubt001,1,1,0,0,2
deltm001,1,0,0,0,0
karsj001,1,0,0,0,12
tuckt001,4,1,0,0,6
perrh001,3,1,1,12,3
belta001,87,30,2,23,105
difem002,0,0,0,0,1
stend001,13,5,0,3,24
scutm001,12,4,1,2,14
friah001,17,5,0,2,19
rodrj001,0,0,0,0,1
ramiw001,2,0,1,1,3
rodrj002,36,6,3,5,45
bocah001,3,1,1,2,7
jaraj001,37,14,0,3,34
iwama001,52,17,2,1,44
iguct001,97,29,4,9,92
howat001,17,5,1,6,34
dehak001,13,7,0,2,40
niesj001,1,0,0,0,3
burre001,42,7,1,1,34
washj001,1,0,0,0,1
orteb001,1,0,0,0,1
gallj001,6,3,0,2,1
littm001,4,6,3,3,7
majeg001,1,0,0,0,2
sanca004,1,0,0,0,8
sanca005,6,0,0,0,4
glavt001,7,1,0,0,13
aloms001,35,12,2,5,17
lines001,1,1,0,0,7
larkb001,51,16,1,2,32
spilr001,56,24,3,8,82
davir002,37,5,1,9,30
davir003,92,30,5,3,71
labaj001,0,0,0,0,4
watkt001,10,0,0,0,4
serad001,2,0,0,0,2
hernc001,50,15,0,3,36
willg001,3,1,2,21,5
willg003,18,1,0,0,7
willg002,2,0,0,1,4
kawak001,4,0,0,0,14
veraw001,32,7,1,0,20
gracm001,19,5,1,3,16
lewic001,0,0,0,0,1
lopew001,0,0,0,0,2
wills002,1,0,0,0,9
huffd001,0,0,0,0,1
martd004,0,0,0,0,1
romos001,0,0,0,0,1
galls001,0,0,0,0,6
carlb001,5,0,0,0,1
hairs001,82,27,2,17,84
bohnt001,1,1,0,1,8
beltf001,1,0,0,0,1
clarb003,61,21,1,6,44
mannd001,0,0,0,0,1
kensl001,0,0,0,0,1
mondr002,87,31,4,24,99
loopb001,1,2,1,0,2
herso001,0,0,0,0,2
diazv001,12,4,3,9,33
shelc001,4,2,3,18,11
hermd001,6,2,0,0,6
sprae001,41,16,0,12,58
raint002,4,1,1,0,13
raint001,19,8,1,1,9
rands002,1,0,0,0,1
mattt001,6,1,0,0,3
fasas001,15,6,0,7,48
adamt001,2,1,0,0,1
rijoj001,2,0,0,0,7
gonzm001,0,1,0,0,0
pagaa001,67,23,11,6,59
murpd004,12,9,0,6,35
guzmj004,6,1,2,0,11
murpd006,95,39,4,12,78
lee-c003,5,2,0,0,14
lee-c001,125,35,1,31,94
marom001,1,1,0,0,2
batim001,4,1,0,1,33
julij001,0,0,0,0,1
seguf001,1,9,0,10,3
quino001,9,3,1,2,27
saloa001,0,0,0,0,1
nievf001,3,0,0,0,3
wardd002,20,1,2,20,19
browr001,21,8,1,3,22
thomm004,4,0,0,0,1
bartc001,1,0,0,0,0
sandr002,70,27,4,31,112
wehnj001,13,3,0,1,8
lewij003,0,0,0,0,1
widgc001,17,9,2,13,21
ordor001,25,11,4,3,12
milte001,1,1,1,2,3
thoma002,2,0,0,0,2
almac001,0,0,0,0,3
holtm001,0,0,0,0,1
priea001,0,0,0,0,1
leacj001,1,1,0,0,3
salaj002,1,6,1,1,7
vanpt001,1,0,0,0,4
weatd001,1,0,0,0,1
wilkb002,89,35,4,19,157
pelfm001,4,1,0,0,12
liraf001,2,0,0,2,13
miraj001,3,1,0,1,4
mater001,43,9,3,3,53
inglj001,20,4,1,2,21
sonna001,2,1,0,0,6
rushj001,10,2,0,1,9
loftk001,111,33,8,12,51
santf002,0,2,0,1,3
nadyx001,75,17,1,9,75
tagus001,7,4,1,3,11
garcn001,131,37,13,28,64
heref001,1,0,0,0,1
reicd001,0,0,0,0,4
gettb001,8,1,1,0,14
nakan001,4,2,0,0,7
bonsb001,0,0,0,0,1
jeffg001,31,8,0,2,11
ruizc001,49,26,1,9,39
fordl001,16,7,1,3,10
herna002,0,0,0,0,3
herna003,76,16,4,3,64
martj004,1,1,0,0,1
herna001,9,3,0,1,13
hudso001,93,21,6,9,88
almoe001,21,6,0,1,25
mastj001,0,0,0,0,4
gonze001,1,1,0,0,4
gonze003,20,8,2,4,37
gonze002,8,1,0,0,8
bankj001,3,0,0,0,6
castf002,0,0,0,0,1
moehb001,1,1,0,0,2
sancj001,13,0,0,0,15
billc001,7,2,0,1,24
belld001,111,31,1,18,133
elbes001,0,1,0,0,2
gamem001,21,7,1,5,54
borcj001,8,1,1,1,18
green001,48,18,2,6,70
miced001,1,0,0,0,1
evant001,12,4,0,0,13
evant002,2,0,0,1,2
haynn001,11,0,1,0,11
davik002,3,1,0,1,12
ariaa002,0,0,0,0,1
fox-a001,17,5,1,4,29
jacke001,1,0,0,0,2
mcdoj004,0,0,0,0,6
glovg001,2,0,0,0,9
macid001,11,6,0,1,15
cabra002,120,44,4,6,92
mcdoj003,38,9,1,1,35
mcdoj002,14,5,0,3,25
langr002,4,7,1,3,6
alvag001,1,1,0,0,2
sowej001,1,0,0,0,1
howab001,1,0,0,0,5
ordal001,22,2,0,0,10
gantr001,5,19,3,1,9
larij001,9,4,1,4,25
olivm001,51,19,1,6,81
diazr001,28,7,0,1,9
chrij003,7,3,0,0,4
gardl001,0,0,0,0,3
cummm001,46,10,0,4,28
roseb002,1,0,0,0,12
davic003,66,16,1,21,152
elars001,1,2,0,0,4
vitij001,17,6,0,3,14
navao001,2,0,0,0,1
fontm001,58,22,2,9,85
staim001,51,23,1,20,67
osbod001,0,0,0,0,1
coopb001,1,0,0,0,3
herrd001,0,0,0,0,1
holbr001,1,0,0,0,2
lopep001,7,2,0,0,10
iribh001,1,2,0,0,5
linic001,0,0,0,0,2
echea001,7,2,0,1,11
choub001,1,0,0,0,1
soria001,126,36,5,38,130
nomoh001,8,1,0,1,25
lawtm002,64,19,2,15,51
pickk001,0,0,0,0,3
moraf001,2,0,0,0,2
rigdp001,2,0,0,1,6
snelc001,14,1,1,1,15
redmm001,23,7,1,1,18
redmm002,2,0,0,0,31
shuep001,1,0,0,0,2
johnl001,8,1,0,0,7
corct002,0,0,0,0,3
guerw001,68,7,2,2,44
zoccp001,3,1,0,0,13
wellt002,5,0,0,0,16
klesr001,68,19,2,21,83
cokep001,0,0,0,0,1
wunsk001,0,0,0,0,1
jonet004,33,8,2,0,32
guthj001,0,1,0,0,2
mcgec001,73,20,1,16,68
jonet003,1,0,0,0,1
river002,6,2,6,2,14
river003,16,3,0,1,11
pridj001,0,0,0,0,1
serrw001,1,0,0,0,4
myerg001,70,21,0,15,59
boona001,101,35,3,24,107
bottr001,0,1,0,0,0
dolsf001,0,0,0,0,1
bartd001,31,12,1,3,27
gonza001,71,37,2,20,128
tulot001,98,26,9,32,120
estes001,5,1,1,1,18
gloar001,4,10,1,1,10
walld002,0,0,0,0,1
obric001,2,1,0,1,7
tracc001,40,16,2,8,39
tomkb001,17,1,0,0,15
sheea001,2,8,0,1,3
hurle001,1,0,0,0,1
peres001,7,2,0,0,9
hernr003,1,0,0,0,1
hernr002,89,24,1,21,80
magad001,31,7,0,2,26
ozunp001,7,1,2,2,6
samaj001,0,0,0,1,1
lewif001,53,21,3,4,84
carrb001,21,9,2,3,33
counc001,61,6,3,3,33
betay001,91,20,6,6,46
munts001,0,1,0,0,0
hayec001,73,17,0,9,87
jamec002,6,1,0,0,16
euset001,37,18,0,7,50
priom001,13,4,0,1,27
taylr001,30,8,2,5,69
reynm001,88,30,1,44,225
teagt001,27,13,0,6,76
woots001,61,10,1,7,46
mazal001,16,1,0,1,11
duchj001,0,0,0,0,6
grilj001,1,0,0,1,2
carpa001,0,0,0,0,1
hartc001,72,25,3,12,92
fulcj001,0,1,0,0,0
szumj001,0,0,0,0,1
ritct001,2,2,0,0,2
stott001,4,2,0,1,15
dawlj001,0,0,0,0,1
matrd001,0,0,0,1,2
maths001,1,0,0,0,4
michj001,21,11,1,5,22
andrc001,0,0,0,0,2
freer001,29,6,1,4,13
philj003,93,26,0,11,50
maynb001,74,17,1,6,61
sadlr001,1,0,0,1,1
nunea002,48,11,1,6,69
smolj001,1,1,1,0,7
ellij001,1,1,2,1,1
diazm003,2,18,4,13,3
bonib001,44,13,3,5,51
selea001,1,1,0,0,1
konep001,76,19,1,18,53
belis001,0,0,0,0,1
miend001,103,38,1,11,59
lunst001,1,1,0,0,1
ohler001,4,0,0,0,23
bichd001,119,34,2,23,95
javis001,75,18,5,5,66
ausmb001,92,12,2,4,73
headc001,100,34,2,12,134
gorzt001,2,0,0,0,5
almoh001,0,0,0,0,1
mcelc001,0,0,0,0,1
ochoi001,19,8,0,0,30
hared001,13,2,0,1,10
bowkj001,7,2,2,2,18
encaj001,108,37,6,19,89
cassj001,1,0,0,0,3
quevr001,3,0,0,0,5
speij001,1,0,0,0,1
patte001,21,5,1,1,25
olivj001,30,13,1,10,39
moram001,90,15,4,0,79
moram002,89,17,1,15,75
browj005,1,2,0,0,1
bautd001,56,16,3,4,50
bautd002,1,0,0,0,1
jordb001,55,9,2,6,31
younc004,48,30,4,15,137
ruscg001,7,1,0,2,7
johnd004,61,24,1,18,77
buckt001,18,3,5,3,20
davej001,1,0,0,0,0
kendh001,84,23,3,10,74
clarw001,86,31,2,21,70
younw001,8,1,0,1,7
duboj001,26,12,1,9,75
marmc001,4,1,0,1,3
howej003,2,0,0,0,2
morgn001,124,16,7,3,74
bonie001,100,11,6,1,99
rodri001,114,36,3,16,100
olsek001,1,0,0,0,3
lowrj001,6,2,3,2,20
volqe001,1,0,0,0,8
